10.125717163085938,0.027358316380716813,26.26397000771232,0.52418762,0.51957899,0.52404817,0.51957781
80.30914306640625,0.3294482984387357,52.468785091290584,0.01832837,0.01609132,0.01765001,0.01616624
12.025466918945312,0.34837868868382116,21.38105515770187,0.56602413,0.5590966,0.55986229,0.55893523
22.971878051757812,0.3165855382851721,38.04160617647443,0.11457952,0.10261426,0.10724804,0.10234747
12.392547607421875,0.02180670918085186,29.012527957942186,0.41041123,0.40436152,0.40996986,0.40437444
32.09440612792969,0.09027984748860854,41.02827842713247,0.17371908,0.16816912,0.17376419,0.16853579
48.05772399902344,0.11506483420483113,39.365121691899894,0.27873108,0.27343242,0.27933845,0.27287731
15.8265380859375,0.0,24.90276531772395,0.56326903,0.55726964,0.56303564,0.55728331
23.79730224609375,0.0608991140559576,30.441824795028197,0.43090913,0.42496801,0.43086937,0.42526743
111.82371520996094,0.0,43.43236610524217,0.0525083,0.04633409,0.05169511,0.04668945
11.8599853515625,0.5543957305432244,20.75937709225954,0.592503,0.58392285,0.58749447,0.58435748
27.758346557617188,0.0,22.75432500970048,0.62665506,0.62124016,0.62551104,0.62168592
13.481033325195312,0.09804061896298807,48.593647848777934,0.02263254,0.01980672,0.02073309,0.01985327
83.01786804199219,0.3436276799548535,33.037101472847475,0.33924633,0.33517288,0.34279142,0.33521191
25.230117797851562,0.29593656239851485,39.492171909163496,0.21252916,0.20932355,0.21146985,0.20912265
11.598037719726562,0.08992491769935822,19.38805621209159,0.65837503,0.65256583,0.65926933,0.65424637
77.04341125488281,0.0,34.366124491228554,0.3553817,0.34693508,0.35525833,0.34903383
36.9093017578125,0.13584255781410914,34.11584759785581,0.34860492,0.34412617,0.3520337,0.34373104
26.710357666015625,0.06730865847018054,35.97508988163689,0.2440032,0.23130252,0.23999916,0.23226451
147.30282592773438,0.18634999532000698,42.80496378838642,0.10570499,0.10166187,0.10611718,0.10142111
8.157638549804688,0.07285680981625274,33.50403202021696,0.37451957,0.3670031,0.37053248,0.36692266
21.461410522460938,0.0459036624381549,40.37134334467713,0.23413268,0.2286908,0.2340986,0.22908797
14.196823120117188,0.05973365660379323,34.984498190467946,0.36570346,0.3614259,0.3692878,0.36108194
97.88409423828125,0.23384578705971845,35.84778628865301,0.14166358,0.13033519,0.14158008,0.13017932
29.931396484375,0.3695244666592634,35.66150795298384,0.35072579,0.3449563,0.35143391,0.34480092
19.010635375976562,0.048286397226860324,29.558853087075452,0.43232141,0.42894617,0.43363423,0.42854944
23.298171997070312,0.24497707695445944,34.520646843478886,0.22997032,0.17577768,0.17765133,0.17578788
15.730911254882812,0.05638449601750358,21.21097353456647,0.64347682,0.63850003,0.64207849,0.63885044
38.03984069824219,0.18632138871286869,37.736269019948274,0.18152852,0.16755729,0.17286046,0.16781516
24.491790771484375,0.06144405229162248,34.42216200581956,0.30152283,0.29712246,0.30075275,0.29641379
19.13092041015625,0.027489407085945217,37.50987747847249,0.19766215,0.19205844,0.19588885,0.19229105
